Article_ID,News_source,Date_published,Country,Cities_mentioned
2297,the daily telegraph,04/09/2007,UK,[]
2298,the daily telegraph,31/03/2007,UK,"['Manchester', 'London', 'Birmingham']"
2299,the daily telegraph,26/01/2019,UK,['Casper']
2300,the daily telegraph,27/02/2016,UK,['Newcastle']
2301,the daily telegraph,23/07/2016,UK,[]
2302,the daily telegraph,29/10/2008,UK,[]
2303,the daily telegraph,22/06/2019,UK,"['Sirte', 'Liverpool', 'Dubai', 'London']"
2304,the daily telegraph,18/07/2020,UK,['Tivoli']
2305,the daily telegraph,01/09/2007,UK,"['Auckland', 'Sydney', 'Athens', 'London']"
2306,the daily telegraph,23/11/2007,UK,['London']
2307,the daily telegraph,09/03/2024,UK,"['Manchester', 'Basel', 'Sydney', 'Casablanca', 'Edinburgh', 'Lausanne', 'Neuchâtel', 'Toronto', 'Domodossola', 'Johannesburg', 'New York', 'Geneva', 'Thun', 'London', 'Birmingham']"
2308,the daily telegraph,15/02/2007,UK,['London']
2309,the daily telegraph,06/11/2019,UK,[]
2310,the daily telegraph,28/10/2023,UK,['Liverpool']
2311,the daily telegraph,20/06/2019,UK,['Liverpool']
2312,the daily telegraph,11/03/2008,UK,"['New York', 'Brooklyn', 'Florida']"
2313,the daily telegraph,26/08/2009,UK,[]
2314,the daily telegraph,15/07/2017,UK,['Vancouver']
2315,the daily telegraph,27/02/2021,UK,"['Oregon', 'Basel', 'Amsterdam', 'Macon', 'Holland', 'Paris', 'Vienna', 'Delhi', 'Yaroslavl', 'Strasbourg', 'Dresden', 'Vicksburg', 'Luxor', 'Lima', 'Prague', 'Beijing', 'Kolkata', 'Washington', 'Phnom Penh', 'Cairo', 'Rotterdam', 'Rouen', 'Kiev', 'Aswan', 'Regensburg', 'Krasnoyarsk', 'Budapest', 'New Orleans', 'Moscow', 'Cadiz', 'Hanoi', 'Munich', 'Portland', 'Shanghai', 'Uglich', 'Memphis']"
2316,the daily telegraph,06/07/2010,UK,['London']
2317,the daily telegraph,08/01/2022,UK,"['Leicester', 'London']"
2318,the daily telegraph,01/01/2022,UK,"['Oregon', 'Sydney', 'San Diego', 'Wellington', 'Tirana', 'Holland', 'Jeddah', 'Paris', 'Shenzhen', 'Marseille', 'Austin', 'Turin', 'Newcastle', 'Sandown', 'Doha', 'Sheffield', 'Brookline', 'Brighton', 'Rome', 'New York', 'Sochi', 'Birmingham', 'Beijing', 'Dubai', 'Mexico City', 'Belgrade', 'Cairo', 'Tulsa', 'Rotherham', 'Liverpool', 'Barcelona', 'Budapest', 'Delaware', 'Miami', 'Melbourne', 'Auckland', 'Baku', 'Dublin', 'Munich', 'London']"
2319,the daily telegraph,21/04/2007,UK,"['Marlborough', 'Blenheim', 'Cambridge', 'Eastbourne', 'Glasgow', 'London']"
2320,the daily telegraph,09/06/2021,UK,"['Gaza', 'Tel Aviv']"
2321,the daily telegraph,18/04/2015,UK,"['Santiago de Cuba', 'Tortola', 'Miami']"
2322,the guardian,24/09/2023,UK,"['New York', 'Geneva', 'Liverpool']"
2323,the daily telegraph,05/03/2016,UK,"['Essex', 'Cornwall', 'Quimper', 'Geneva']"
2324,the daily telegraph,06/07/2010,UK,['London']
2325,the daily telegraph,17/10/2020,UK,"['Burgos', 'New Orleans', 'Tokyo', 'Lucca', 'Nashville', 'Rome', 'Madrid', 'Canterbury', 'Modena', 'San Vicente', 'Memphis']"
2326,the daily telegraph,13/01/2020,UK,['London']
2327,the daily telegraph,03/08/2012,UK,"['Athens', 'London']"
2328,the daily telegraph,08/07/2014,UK,"['Edinburgh', 'Leeds', 'Rotterdam', 'Cambridge', 'Lille', 'Utrecht', 'London']"
2329,the daily telegraph,01/04/2008,UK,['London']
2330,the daily telegraph,11/07/2023,UK,"['Phoenix', 'New York', 'London']"
2331,the daily telegraph,31/03/2018,UK,[]
2332,the daily telegraph,28/02/2013,UK,"['Vancouver', 'Jasper', 'Ottawa', 'Toronto', 'Calgary', 'Paris', 'Montréal', 'Victoria']"
2333,the daily telegraph,23/02/2013,UK,"['Vancouver', 'Jasper', 'Ottawa', 'Toronto', 'Calgary', 'Paris', 'Montréal', 'Victoria']"
2334,the daily telegraph,13/09/2006,UK,[]
2335,the daily telegraph,17/01/2008,UK,[]
2336,the daily telegraph,04/03/2017,UK,"['Falmouth', 'Newmarket', 'Tiverton', 'Newport', 'Cheltenham', 'Gainsborough', 'Brampton', 'Norfolk', 'Kingston', 'Woodstock', 'Cornwall', 'London', 'Suffolk']"
2337,the daily telegraph,01/07/2017,UK,"['Pau', 'Paris', 'Épernay', 'Toulouse', 'Turin', 'Marseille']"
2338,the daily telegraph,20/08/2022,UK,"['Prague', 'Amsterdam', 'Luton', 'El Dorado', 'Nice', 'Gdynia', 'London']"
2339,the daily telegraph,07/02/2024,UK,['Edinburgh']
2340,the daily telegraph,23/02/2019,UK,"['Liverpool', 'Somerset', 'Cambridge', 'Durham', 'Cornwall']"
2341,the daily telegraph,09/07/2020,UK,"['Darlington', 'Whitehall', 'London', 'Peterborough']"
2342,the daily telegraph,08/02/2008,UK,[]
2343,the daily telegraph,23/11/2006,UK,[]
2344,the daily telegraph,15/02/2022,UK,[]
2345,the daily telegraph,09/11/2018,UK,['London']
2346,the daily telegraph,18/04/2015,UK,"['Vienna', 'Ljubljana']"
2347,the daily telegraph,03/09/2022,UK,"['Manhattan', 'New York', 'East Hampton']"
2348,the daily telegraph,07/04/2009,UK,"['Rio Tinto', 'London']"
2349,the daily telegraph,25/10/2018,UK,['New York']
2350,the daily telegraph,18/01/2007,UK,['Mumbai']
2351,the daily telegraph,13/07/2018,UK,[]
2352,the daily telegraph,25/07/2014,UK,"['Damascus', 'Gaza']"
2353,the daily telegraph,18/06/2022,UK,"['Southampton', 'Amsterdam', 'Waterville', 'Ronda', 'Oslo', 'Sciacca', 'Holland', 'Paphos', 'Ostuni', 'Long Beach']"
2354,the daily telegraph,04/05/2017,UK,[]
2355,the daily telegraph,27/05/2023,UK,"['Ciutadella', 'Tallinn', 'Ronda', 'Marmaris', 'Albufeira', 'Girona', 'Florida', 'Hanoi', 'Bali', 'San Vicente', 'Riga']"
2356,the daily telegraph,21/01/2021,UK,['London']
2357,the daily telegraph,17/11/2020,UK,[]
2358,the daily telegraph,03/05/2024,UK,[]
2359,the daily telegraph,20/01/2006,UK,"['Paris', 'Amsterdam', 'Brussels', 'London']"
2360,the daily telegraph,05/03/2008,UK,['New York']
2361,the daily telegraph,06/07/2017,UK,"['Warsaw', 'London']"
2362,the daily telegraph,01/01/2010,UK,"['Rio Tinto', 'London']"
2363,the daily telegraph,18/06/2021,UK,"['Hayes', 'London']"
2364,the daily telegraph,04/01/2019,UK,['Nice']
2365,the daily telegraph,13/06/2006,UK,['New York']
2366,the daily telegraph,07/06/2023,UK,"['Xinyu', 'Texas', 'Sunderland']"
2367,the daily telegraph,18/09/2009,UK,[]
2368,the daily telegraph,30/12/2022,UK,"['Camden', 'London']"
2369,the daily telegraph,26/02/2011,UK,"['Hamar', 'Oslo', 'Lillehammer']"
2370,the daily telegraph,05/12/2019,UK,['Watford']
2371,the daily telegraph,05/12/2019,UK,['Watford']
2372,the daily telegraph,17/02/2024,UK,"['Vancouver', 'Sydney', 'Los Angeles', 'Edinburgh', 'Marbella', 'Florida', 'Calgary', 'Holland', 'Paris', 'New York', 'Hanoi', 'London', 'Munich', 'Bangkok', 'Phuket']"
2373,the daily telegraph,30/09/2019,UK,[]
2374,the daily telegraph,18/01/2012,UK,[]
2375,the daily telegraph,18/01/2012,UK,[]
2376,the daily telegraph,01/10/2022,UK,"['Auckland', 'Wellington', 'Whangarei']"
2377,the daily telegraph,07/11/2020,UK,[]
2378,the daily telegraph,08/08/2006,UK,[]
2379,the daily telegraph,05/03/2022,UK,['Liverpool']
2380,the daily telegraph,28/10/2020,UK,['London']
2381,the daily telegraph,29/12/2022,UK,[]
2382,the daily telegraph,24/08/2021,UK,['Inverness']
2383,the daily telegraph,01/07/2006,UK,[]
2384,the daily telegraph,19/08/2023,UK,['London']
2385,the daily telegraph,01/11/2017,UK,"['Manhattan', 'Tampa', 'Florida', 'New York', 'London']"
2386,the daily telegraph,13/07/2013,UK,"['Beijing', 'Barcelona', 'York', 'Atlanta', 'Newcastle', 'London']"
2387,the daily telegraph,14/03/2020,UK,"['Beijing', 'Wuhan', 'London']"
2388,the daily telegraph,29/06/2019,UK,"['Galle', 'Colombo']"
2389,the daily telegraph,08/02/2011,UK,[]
2390,the daily telegraph,26/02/2022,UK,"['Manchester', 'Hollywood', 'Syracuse', 'Catania', 'Palermo', 'Noto']"
2391,the daily telegraph,08/04/2009,UK,[]
2392,the daily telegraph,22/03/2019,UK,['Beira']
2393,the guardian,01/10/2023,UK,"['Beijing', 'Tel Aviv', 'Dubai', 'Houston', 'Paris', 'New York', 'Berlin', 'London']"
2394,the daily telegraph,19/09/2018,UK,"['Beijing', 'New York', 'Washington']"
2395,the daily telegraph,03/02/2020,UK,"['Los Angeles', 'London']"
2396,the daily telegraph,31/08/2018,UK,"['Dallas', 'Los Angeles']"
2397,the daily telegraph,17/07/2004,UK,['Edinburgh']
2398,the daily telegraph,23/07/2021,UK,['Suffolk']
2399,the daily telegraph,25/05/2023,UK,[]
2400,the daily telegraph,26/05/2020,UK,"['Manchester', 'London']"
2401,the daily telegraph,25/06/2022,UK,[]
2402,the daily telegraph,12/07/2019,UK,"['Oregon', 'Brussels', 'Tel Aviv', 'Barcelona', 'Paris', 'Munich', 'Portland', 'Austin', 'Texas', 'London']"
2403,the daily telegraph,26/05/2012,UK,['Augusta']
2404,the daily telegraph,01/08/2020,UK,['Inverness']
2405,the daily telegraph,13/06/2020,UK,"['London', 'Margate', 'Kyoto']"
2406,the daily telegraph,23/10/2010,UK,[]
2407,the daily telegraph,25/08/2022,UK,"['Chelsea', 'West End', 'Westminster', 'London']"
2408,the daily telegraph,21/10/2023,UK,"['Basel', 'Amsterdam', 'Mainz', 'Brussels', 'Budapest', 'Mannheim', 'Boppard', 'Rotterdam', 'Utrecht', 'Andernach', 'Arnhem', 'Bamberg', 'Strasbourg', 'Victoria']"
2409,the daily telegraph,08/06/2023,UK,['Riyadh']
2410,the daily telegraph,17/08/2023,UK,['Kabul']
2411,the daily telegraph,14/10/2023,UK,"['Sydney', 'London', 'Brisbane']"
2412,the daily telegraph,19/06/2021,UK,[]
2413,the daily telegraph,18/04/2007,UK,[]
2414,the daily telegraph,23/03/2011,UK,"['Vancouver', 'Ottawa', 'San Francisco', 'Toronto', 'New Brunswick', 'Ontario', 'Victoria']"
2415,the daily telegraph,16/09/2023,UK,"['New York', 'Tallinn', 'London']"
2416,the daily telegraph,13/05/2017,UK,"['Catania', 'Palermo', 'Rotterdam', 'Holland', 'Plymouth', 'London', 'Delft']"
2417,the daily telegraph,29/03/2008,UK,[]
2418,the daily telegraph,17/02/2017,UK,[]
2419,the daily telegraph,30/11/2021,UK,"['Shanghai', 'Miami', 'London']"
2420,the daily telegraph,22/01/2008,UK,[]
2421,the daily telegraph,08/07/2014,UK,"['Edinburgh', 'Leeds', 'Rotterdam', 'Cambridge', 'Lille', 'Utrecht', 'London']"
2422,the daily telegraph,08/07/2014,UK,"['Edinburgh', 'Leeds', 'Rotterdam', 'Cambridge', 'Lille', 'Utrecht', 'London']"
2423,the daily telegraph,04/01/2018,UK,"['Hamburg', 'London', 'Peterborough']"
2424,the daily telegraph,12/01/2018,UK,[]
2425,the daily telegraph,22/08/2023,UK,['Beijing']
2426,the daily telegraph,13/03/2008,UK,[]
2427,the daily telegraph,10/12/2022,UK,"['Beijing', 'Florence']"
2428,the daily telegraph,19/05/2020,UK,[]
2429,the daily telegraph,16/08/2004,UK,['Athens']
2430,the daily telegraph,07/08/2010,UK,[]
2431,the daily telegraph,24/05/2022,UK,"['Bradford', 'Lismore', 'Dublin', 'Waterford', 'Delhi', 'Birmingham']"
2432,the daily telegraph,05/12/2005,UK,[]
2433,the daily telegraph,09/09/2023,UK,"['Christiana', 'Amsterdam']"
2434,the daily telegraph,09/09/2023,UK,"['Christiana', 'Amsterdam']"
2435,the daily telegraph,19/04/2008,UK,[]
2436,the daily telegraph,04/08/2004,UK,[]
2437,the daily telegraph,13/09/2019,UK,"['Kandy', 'Dublin']"
2438,the daily telegraph,28/04/2018,UK,"['Tbilisi', 'Granada', 'Dresden', 'Rome', 'New York', 'Guilin', 'London']"
2439,the daily telegraph,15/03/2024,UK,['London']
2440,the daily telegraph,29/09/2012,UK,"['Basildon', 'Canterbury', 'London']"
2441,the daily telegraph,28/11/2012,UK,['London']
2442,the daily telegraph,04/10/2011,UK,"['Manchester', 'Camden', 'London']"
2443,the daily telegraph,13/04/2024,UK,"['Colombes', 'Saint-Denis', 'Paris', 'Versailles', 'Munich', 'Marseille']"
2444,the daily telegraph,26/03/2011,UK,[]
2445,the daily telegraph,23/11/2005,UK,['Manchester']
2446,the daily telegraph,23/10/2021,UK,"['Abbotsford', 'Amsterdam']"
2447,the daily telegraph,22/06/2005,UK,[]
2448,the daily telegraph,14/10/2006,UK,['Ashburton']
2449,the daily telegraph,26/05/2022,UK,['London']
2450,the daily telegraph,19/01/2022,UK,['Jakarta']
2451,the daily telegraph,18/12/2007,UK,[]
2452,the daily telegraph,15/11/2007,UK,[]
2453,the daily telegraph,06/02/2007,UK,[]
2454,the daily telegraph,21/08/2021,UK,"['Hollywood', 'San Antonio', 'Norfolk', 'Paris', 'Beaune', 'Marseille', 'Berlin', 'London']"
2455,the daily telegraph,09/01/2019,UK,"['Barakaldo', 'Athens']"
2456,the daily telegraph,18/09/2021,UK,[]
2457,the daily telegraph,16/05/2014,UK,['London']
2458,the daily telegraph,31/05/2014,UK,"['Amsterdam', 'Holland', 'Marmaris']"
2459,the daily telegraph,23/08/2019,UK,['Victoria']
2460,the daily telegraph,08/09/2023,UK,"['New York', 'London', 'Dublin']"
2461,the daily telegraph,25/08/2021,UK,[]
2462,the daily telegraph,14/05/2016,UK,"['Manhattan', 'Southampton', 'Barcelona', 'Norfolk', 'Paris', 'New York', 'Cuneo', 'Turin']"
2463,the daily telegraph,22/08/2009,UK,['London']
2464,the daily telegraph,08/12/2014,UK,"['Rome', 'Paris', 'New York', 'London']"
2465,the daily telegraph,23/08/2008,UK,['Edinburgh']
2466,the daily telegraph,03/02/2006,UK,[]
2467,the daily telegraph,19/03/2022,UK,"['Basel', 'Amsterdam', 'Civitavecchia', 'Boppard', 'Palma', 'Livorno', 'Paris', 'Vienna', 'Venice', 'Belfast', 'Stockholm', 'Dresden', 'Naples', 'Prague', 'Athens', 'Falmouth', 'Passau', 'Beaune', 'Lisbon', 'Dover', 'Southampton', 'Liverpool', 'Barcelona', 'Budapest', 'Oslo', 'Palermo', 'West End', 'Munich', 'Porto']"
2468,the daily telegraph,12/02/2022,UK,"['Auckland', 'Wellington', 'Ottawa', 'London']"
2469,the daily telegraph,07/12/2023,UK,[]
2470,the daily telegraph,07/12/2023,UK,[]
2471,the daily telegraph,21/11/2022,UK,['London']
2472,the daily telegraph,25/06/2022,UK,"['Southampton', 'London', 'Portland']"
2473,the daily telegraph,04/11/2023,UK,"['Kolkata', 'Dehradun', 'Jaisalmer', 'Ahmedabad', 'Chennai', 'Bhuj', 'Mumbai', 'New York', 'Patna', 'Lucknow', 'Shimla', 'Jaipur', 'Delhi', 'Varanasi']"
2474,the daily telegraph,29/01/2014,UK,"['Marlborough', 'London']"
2475,the daily telegraph,08/06/2013,UK,"['Wellington', 'Madrid', 'Bilbao']"
2476,the daily telegraph,22/11/2023,UK,"['Paris', 'Amsterdam', 'London']"
2477,the daily telegraph,11/03/2008,UK,[]
2478,the daily telegraph,29/11/2004,UK,[]
2479,the daily telegraph,06/02/2009,UK,[]
2480,the daily telegraph,03/02/2009,UK,['Moscow']
2481,the daily telegraph,14/07/2012,UK,"['Luxor', 'Basel', 'Amsterdam', 'Vienna', 'Venice', 'Budapest', 'Bologna', 'Strasbourg', 'Cairo', 'Rouen', 'Paris', 'Aswan', 'Porto', 'Memphis', 'Bratislava', 'Verona']"
2482,the daily telegraph,28/09/2019,UK,[]
2483,the daily telegraph,07/11/2020,UK,[]
2484,the daily telegraph,29/07/2008,UK,[]
2485,the daily telegraph,06/07/2007,UK,[]
2486,the daily telegraph,12/06/2006,UK,[]
2487,the daily telegraph,28/12/2006,UK,[]
2488,the daily telegraph,13/04/2019,UK,"['Paris', 'Venice', 'Madrid']"
2489,the daily telegraph,16/01/2021,UK,"['Miami', 'Newcastle']"
2490,the daily telegraph,14/05/2022,UK,"['Altdorf', 'Basel', 'Manchester', 'Bern', 'Paris', 'Geneva', 'London']"
2491,the daily telegraph,30/07/2011,UK,"['Amsterdam', 'Zandvoort', 'Holland']"
2492,the daily telegraph,10/04/2021,UK,"['Stirling', 'Edinburgh', 'Somerset', 'Worcester', 'Norfolk', 'Highland', 'Cornwall', 'Suffolk']"
2493,the daily telegraph,18/06/2022,UK,"['Paris', 'Glasgow', 'London']"
2494,the daily telegraph,21/10/2019,UK,"['Beijing', 'Qingdao']"
2495,the daily telegraph,12/03/2011,UK,"['Sutton', 'Las Vegas', 'Whitehorse', 'Phoenix', 'Woking', 'London']"
2496,the daily telegraph,17/08/2006,UK,[]
2497,the daily telegraph,01/06/2013,UK,"['Manhattan', 'Amsterdam', 'Oklahoma City', 'Oklahoma', 'Holland', 'Colorado', 'Mombasa', 'Paris', 'New York']"
2498,the daily telegraph,08/08/2012,UK,"['Pendleton', 'Melbourne']"
2499,the daily telegraph,26/06/2004,UK,"['Dearborn', 'Stockholm']"
2500,the daily telegraph,25/02/2022,UK,"['Uman', 'Luhansk', 'Moscow']"
2501,the daily telegraph,24/01/2020,UK,[]
2502,the daily telegraph,13/04/2024,UK,"['Clifton', 'Clevedon', 'Redland', 'Somerset', 'Cambridge', 'Cornwall', 'London']"
2503,the daily telegraph,16/02/2013,UK,"['Newcastle', 'London']"
2504,the daily telegraph,15/08/2016,UK,['Beijing']
2505,the daily telegraph,15/08/2016,UK,['Beijing']
2506,the daily telegraph,01/11/2023,UK,['Southampton']
2507,the daily telegraph,26/11/2020,UK,['Geneva']
2508,the daily telegraph,09/01/2016,UK,['Sunderland']
2509,the daily telegraph,07/04/2020,UK,[]
2510,the daily telegraph,07/03/2020,UK,"['Liverpool', 'Aberdeen', 'Lowestoft', 'Belfast', 'Derby', 'Calais', 'Durham', 'Florence', 'Harwich', 'London', 'Cheshire', 'Rochester', 'Stamford', 'Charlotte']"
2511,the daily telegraph,27/10/2012,UK,"['Sydney', 'Melbourne']"
2512,the daily telegraph,24/06/2015,UK,"['Venice', 'Sydney', 'Kranj', 'Paris', 'New York']"
2513,the daily telegraph,20/09/2021,UK,['Northampton']
2514,the daily telegraph,27/06/2019,UK,"['London', 'Dublin']"
2515,the daily telegraph,06/10/2012,UK,"['Rio de Janeiro', 'London', 'Santa Teresa']"
2516,the daily telegraph,27/03/2019,UK,[]
2517,the daily telegraph,26/01/2016,UK,"['Beijing', 'Chongqing']"
2518,the daily telegraph,01/07/2009,UK,['Texas']
2519,the daily telegraph,11/02/2013,UK,[]
2520,the daily telegraph,30/05/2009,UK,"['Venice', 'Berlin', 'Kreuzberg']"
2521,the daily telegraph,09/02/2016,UK,['London']
2522,the daily telegraph,20/05/2020,UK,[]
2523,the daily telegraph,17/08/2020,UK,[]
2524,the daily telegraph,30/07/2018,UK,['London']
2525,the daily telegraph,22/08/2023,UK,['Beijing']
2526,the daily telegraph,13/12/2005,UK,[]
2527,the daily telegraph,28/11/2023,UK,"['London', 'Birmingham']"
2528,the daily telegraph,14/07/2020,UK,[]
2529,the daily telegraph,29/04/2017,UK,"['Magna', 'Cambridge', 'London', 'York']"
2530,the daily telegraph,18/11/2020,UK,"['Chelsea', 'Westminster', 'Camden', 'London']"
2531,the daily telegraph,29/03/2008,UK,['Victoria']
2532,the daily telegraph,19/02/2020,UK,"['Tokyo', 'Liverpool', 'Birmingham']"
2533,the daily telegraph,27/08/2010,UK,[]
2534,the daily telegraph,11/09/2009,UK,"['Göteborg', 'Brussels']"
2535,the daily telegraph,19/02/2019,UK,"['Brussels', 'Washington', 'Paris', 'Detroit', 'Munich', 'Turin', 'Berlin', 'Leipzig']"
2536,the daily telegraph,06/11/2007,UK,[]
2537,the daily telegraph,11/07/2009,UK,[]
2538,the daily telegraph,27/12/2014,UK,"['Oregon', 'Moscow', 'Portland']"
2539,the daily telegraph,11/10/2006,UK,[]
2540,the daily telegraph,28/02/2024,UK,['Gaza']
2541,the daily telegraph,28/02/2024,UK,['Gaza']
2542,the daily telegraph,06/09/2014,UK,"['Beijing', 'Berlin', 'Moscow']"
2543,the daily telegraph,17/07/2008,UK,[]
2544,the daily telegraph,16/06/2012,UK,"['Mansfield', 'Lichfield', 'Congleton']"
2545,the daily telegraph,23/04/2008,UK,"['New York', 'London']"
2546,the daily telegraph,17/01/2024,UK,['London']
2547,the daily telegraph,05/02/2022,UK,['London']
2548,the daily telegraph,06/05/2023,UK,"['Santa Cruz', 'Miami', 'Utrecht']"
2549,the daily telegraph,24/07/2013,UK,"['Manchester', 'Glasgow', 'London']"
2550,the daily telegraph,31/07/2021,UK,['Dublin']
2551,the daily telegraph,16/11/2006,UK,[]
2552,the daily telegraph,11/07/2016,UK,['Rome']
2553,the daily telegraph,21/07/2021,UK,['Cali']
2554,the daily telegraph,12/03/2020,UK,[]
2555,the daily telegraph,08/09/2008,UK,"['Liverpool', 'Darlington', 'Gateshead', 'Glasgow', 'Newbury', 'Blackpool']"
2556,the daily telegraph,26/06/2014,UK,"['Leeds', 'West End', 'London', 'Sunderland']"
2557,the guardian,08/11/2023,UK,"['The Hague', 'Bonga', 'Umuahia']"
2558,the daily telegraph,25/08/2021,UK,[]
2559,the daily telegraph,08/09/2009,UK,[]
2560,the daily telegraph,12/02/2016,UK,"['Sydney', 'Rio Tinto', 'London']"
2561,the daily telegraph,05/07/2021,UK,"['Richmond', 'Brighton', 'London', 'Redditch']"
2562,the daily telegraph,09/10/2008,UK,['Manchester']
2563,the daily telegraph,21/12/2023,UK,"['Manchester', 'Preston', 'London']"
2564,the daily telegraph,13/10/2022,UK,['Canterbury']
2565,the daily telegraph,02/03/2024,UK,['Quito']
2566,the guardian,19/10/2022,UK,[]
2567,the daily telegraph,15/10/2004,UK,"['New York', 'London']"
2568,the daily telegraph,27/02/2010,UK,"['Tashkent', 'Vienna', 'Budapest', 'Passau', 'Bishkek', 'London', 'Amritsar']"
2569,the daily telegraph,28/07/2012,UK,"['Beijing', 'Athens', 'London']"
2570,the daily telegraph,22/11/2010,UK,"['East Grinstead', 'London']"
2571,the daily telegraph,21/02/2009,UK,[]
2572,the daily telegraph,28/09/2006,UK,['Concordia']
2573,the daily telegraph,05/07/2007,UK,"['Nice', 'Paris']"
2574,the daily telegraph,15/09/2018,UK,"['Stroud', 'London']"
2575,the daily telegraph,15/04/2024,UK,"['Birmingham', 'Sheffield', 'London', 'Bradford']"
2576,the daily telegraph,12/01/2013,UK,"['Southampton', 'Stockholm', 'Moscow', 'Berlin', 'Helsinki']"
2577,the daily telegraph,01/05/2015,UK,[]
2578,the daily telegraph,17/12/2020,UK,"['Tokyo', 'Holland', 'New Delhi', 'Northampton', 'Hartlepool', 'Imola', 'Berlin', 'London']"
2579,the daily telegraph,09/01/2021,UK,"['Boston', 'Buenos Aires', 'New Orleans', 'Palm Springs', 'Rome', 'New York', 'Austin', 'London']"
2580,the daily telegraph,04/05/2024,UK,"['Rome', 'Liverpool', 'Turin']"
2581,the daily telegraph,03/10/2009,UK,"['Bishkek', 'Delhi']"
2582,the daily telegraph,18/01/2014,UK,['Hollywood']
2583,the daily telegraph,17/01/2019,UK,"['Brussels', 'Rome', 'Paris', 'Dublin', 'Berlin']"
2584,the daily telegraph,19/08/2023,UK,"['Bordeaux', 'Prague', 'Amsterdam', 'Budapest', 'Salzburg', 'Dresden', 'Holland', 'Manaus', 'Paris', 'Geneva', 'Porto', 'Rio de Janeiro', 'Vienna']"
2585,the daily telegraph,23/02/2019,UK,"['Manchester', 'Manhattan', 'Dover', 'Aberdeen', 'Belfast', 'Cleveland', 'Southampton', 'Leeds', 'Rome', 'Glasgow', 'Wakefield', 'London', 'Redcar', 'Victoria', 'Sunderland']"
2586,the daily telegraph,01/10/2011,UK,['London']
2587,the daily telegraph,05/10/2019,UK,"['Prague', 'Leipzig', 'Luton', 'Tel Aviv', 'Zagreb', 'Budapest', 'Tirana', 'Florida', 'Brooklyn', 'London', 'Ljubljana', 'Sarajevo', 'Berlin', 'Warsaw', 'Vienna']"
2588,the daily telegraph,03/02/2018,UK,"['Berkeley', 'London', 'Richmond']"
2589,the daily telegraph,27/11/2020,UK,"['Liverpool', 'Bristol', 'Solihull', 'Hartlepool', 'Bexley', 'Cornwall', 'London']"
2590,the daily telegraph,27/11/2020,UK,"['Liverpool', 'Bristol', 'Solihull', 'Hartlepool', 'Bexley', 'Cornwall', 'London']"
2591,the daily telegraph,27/11/2020,UK,"['Liverpool', 'Bristol', 'Solihull', 'Hartlepool', 'Bexley', 'Cornwall', 'London']"
2592,the daily telegraph,12/08/2010,UK,"['Drachten', 'Ashford']"
2593,the daily telegraph,03/08/2007,UK,[]
2594,the daily telegraph,08/08/2012,UK,"['Pendleton', 'Melbourne']"
2595,the daily telegraph,20/11/2018,UK,"['Shanghai', 'Tokyo']"
2596,the daily telegraph,26/09/2009,UK,[]
2597,the daily telegraph,04/11/2023,UK,[]
2598,the daily telegraph,25/02/2022,UK,"['Uman', 'Luhansk', 'Moscow']"
2599,the daily telegraph,08/08/2020,UK,"['Edinburgh', 'Inverness', 'Norfolk', 'Maidenhead', 'Birmingham']"
2600,the daily telegraph,07/09/2019,UK,"['Brussels', 'Los Angeles', 'Chicago', 'Missouri', 'Westminster']"
2601,the daily telegraph,07/02/2015,UK,['Ashburton']
2602,the daily telegraph,28/07/2023,UK,[]
2603,libération,14/03/2024,FR,['Strasbourg']
2604,libération,13/07/2023,FR,"['Bordeaux', 'Paris']"
2605,le figaro,08/07/2023,FR,['Biarritz']
2606,le figaro,17/02/2023,FR,"['Troyes', 'Bali']"
2607,le figaro,15/06/2019,FR,"['Paris', 'Strasbourg']"
2608,libération,16/11/2021,FR,"['Bordeaux', 'Nice', 'Paris', 'Lyon']"
2609,le figaro,03/12/2022,FR,['Paris']
2610,libération,04/10/2019,FR,"['Paris', 'Lille', 'Créteil']"
2611,libération,01/10/2022,FR,['Paris']
2612,le figaro,17/05/2019,FR,"['Rome', 'Venice']"
2613,libération,27/04/2024,FR,"['Paris', 'Budapest']"
2614,le figaro,06/06/2022,FR,"['Barcelona', 'Stockholm', 'Paris', 'Madrid', 'Berlin']"
2615,le figaro,11/02/2008,FR,['Rome']
2616,le figaro,25/08/2017,FR,"['Paris', 'Amsterdam']"
2617,libération,23/10/2021,FR,"['Marseille', 'Lorient']"
2618,le figaro,19/03/2021,FR,"['Paris', 'New York', 'Moscow', 'Hercules']"
2619,le figaro,10/07/2021,FR,['Paris']
2620,le figaro,14/03/2024,FR,"['The Hague', 'Paris']"
2621,le figaro,08/02/2022,FR,['Paris']
2622,le figaro,03/04/2024,FR,['Paris']
2623,le figaro,22/09/2023,FR,[]
2624,le figaro,11/05/2021,FR,[]
2625,le figaro,18/03/2019,FR,['Paris']
2626,le figaro,09/10/2021,FR,['Paris']
2627,le figaro,13/04/2024,FR,[]
2628,le figaro,07/04/2021,FR,['Paris']
2629,le figaro,02/02/2024,FR,[]
2630,le figaro,04/01/2023,FR,"['Bordeaux', 'Saint-Nazaire', 'Nîmes', 'Strasbourg', 'Lyon']"
2631,libération,04/09/2021,FR,['Berlin']
2632,libération,02/10/2019,FR,"['Paris', 'New York']"
